,summary_method,summary_percentage,ranking,ranking_how,ranking_perc_threshold,confidence,relation,meteor_pr,meteor_re,meteor_f1,rouge-2_pr,rouge-2_re,rouge-2_f1
662,lex-rank,15,word2vec,single,70.0,0.5,rebel\_hf,33.7,17.8,22.8,23.2,2.1,3.8
757,lex-rank,15,word2vec,single,70.0,0.5,rebel\_ft,31.6,19.7,23.6,19.0,3.5,5.6
127,lex-rank,15,word2vec,single,70.0,0.7,rebel\_ft,31.6,19.7,23.6,19.0,3.5,5.6
240,lex-rank,15,word2vec,single,70.0,0.7,rebel\_hf,33.7,17.8,22.8,23.2,2.1,3.8
406,lex-rank,30,page\_rank,all,15.0,0.5,rebel\_hf,30.3,21.0,24.4,18.3,3.4,5.5
495,lex-rank,30,page\_rank,all,15.0,0.5,rebel\_ft,28.1,22.5,24.7,14.3,5.4,7.4
83,lex-rank,30,page\_rank,all,15.0,0.7,rebel\_hf,30.3,21.0,24.4,18.5,3.4,5.6
173,lex-rank,30,page\_rank,all,15.0,0.7,rebel\_ft,28.1,22.5,24.7,14.5,5.5,7.6
670,lex-rank,30,page\_rank,all,30.0,0.5,rebel\_hf,33.6,19.9,24.6,23.5,2.2,4.0
674,lex-rank,30,page\_rank,all,30.0,0.5,rebel\_ft,32.6,22.1,25.9,20.3,4.0,6.5
581,lex-rank,30,page\_rank,all,30.0,0.7,rebel\_ft,32.6,22.1,25.9,20.4,4.1,6.6
626,lex-rank,30,page\_rank,all,30.0,0.7,rebel\_hf,33.6,19.9,24.6,23.1,2.2,4.0
180,lex-rank,30,page\_rank,all,50.0,0.5,rebel\_ft,36.3,20.8,26.0,25.0,2.8,5.0
718,lex-rank,30,page\_rank,all,50.0,0.5,rebel\_hf,37.8,18.7,24.5,27.2,1.6,3.0
419,lex-rank,30,page\_rank,all,50.0,0.7,rebel\_hf,37.8,18.7,24.5,26.6,1.6,2.9
541,lex-rank,30,page\_rank,all,50.0,0.7,rebel\_ft,36.3,20.8,26.0,25.2,2.9,5.1
31,lex-rank,30,page\_rank,all,70.0,0.5,rebel\_hf,39.0,18.0,24.2,29.3,1.3,2.4
460,lex-rank,30,page\_rank,all,70.0,0.5,rebel\_ft,38.8,20.2,26.2,27.7,2.3,4.2
214,lex-rank,30,page\_rank,all,70.0,0.7,rebel\_ft,38.8,20.2,26.2,28.1,2.4,4.3
486,lex-rank,30,page\_rank,all,70.0,0.7,rebel\_hf,39.0,18.0,24.2,28.6,1.2,2.4
46,lex-rank,30,page\_rank,single,15.0,0.5,rebel\_ft,25.3,19.5,21.6,12.2,4.9,6.5
48,lex-rank,30,page\_rank,single,15.0,0.5,rebel\_hf,27.4,18.5,21.6,16.0,3.5,5.5
296,lex-rank,30,page\_rank,single,15.0,0.7,rebel\_ft,25.3,19.5,21.6,12.2,4.9,6.5
539,lex-rank,30,page\_rank,single,15.0,0.7,rebel\_hf,27.4,18.5,21.6,15.9,3.5,5.5
377,lex-rank,30,page\_rank,single,30.0,0.5,rebel\_hf,32.0,18.0,22.6,21.6,2.3,4.0
515,lex-rank,30,page\_rank,single,30.0,0.5,rebel\_ft,31.9,20.3,24.5,20.2,4.4,6.9
34,lex-rank,30,page\_rank,single,30.0,0.7,rebel\_ft,31.9,20.3,24.5,20.2,4.4,6.9
144,lex-rank,30,page\_rank,single,30.0,0.7,rebel\_hf,32.0,18.0,22.6,21.6,2.3,4.0
212,lex-rank,30,page\_rank,single,50.0,0.5,rebel\_ft,35.9,20.2,25.5,23.9,2.9,5.1
392,lex-rank,30,page\_rank,single,50.0,0.5,rebel\_hf,36.8,18.2,23.8,25.7,1.6,2.9
150,lex-rank,30,page\_rank,single,50.0,0.7,rebel\_hf,36.8,18.2,23.8,25.7,1.6,2.9
687,lex-rank,30,page\_rank,single,50.0,0.7,rebel\_ft,35.9,20.2,25.5,23.9,2.9,5.1
466,lex-rank,30,page\_rank,single,70.0,0.5,rebel\_hf,38.5,17.7,23.7,27.9,1.3,2.4
585,lex-rank,30,page\_rank,single,70.0,0.5,rebel\_ft,37.6,19.6,25.4,26.6,2.4,4.3
763,lex-rank,30,page\_rank,single,70.0,0.7,rebel\_ft,37.6,19.6,25.4,26.6,2.4,4.3
766,lex-rank,30,page\_rank,single,70.0,0.7,rebel\_hf,38.5,17.7,23.7,27.9,1.3,2.4
167,lex-rank,30,tfidf,all,15.0,0.5,rebel\_ft,23.1,16.6,18.8,10.1,4.2,5.6
420,lex-rank,30,tfidf,all,15.0,0.5,rebel\_hf,28.7,16.8,20.8,16.4,2.8,4.6
616,lex-rank,30,tfidf,all,15.0,0.7,rebel\_hf,28.7,16.8,20.8,15.9,2.8,4.6
744,lex-rank,30,tfidf,all,15.0,0.7,rebel\_ft,23.1,16.6,18.8,10.1,4.3,5.6
249,lex-rank,30,tfidf,all,30.0,0.5,rebel\_ft,29.2,17.0,21.1,16.1,3.1,5.0
594,lex-rank,30,tfidf,all,30.0,0.5,rebel\_hf,33.4,17.2,22.3,21.5,2.0,3.5
15,lex-rank,30,tfidf,all,30.0,0.7,rebel\_hf,33.4,17.2,22.3,22.1,2.0,3.6
742,lex-rank,30,tfidf,all,30.0,0.7,rebel\_ft,29.2,17.0,21.1,16.0,3.1,4.9
251,lex-rank,30,tfidf,all,50.0,0.5,rebel\_ft,33.3,18.1,23.1,21.3,2.5,4.4
449,lex-rank,30,tfidf,all,50.0,0.5,rebel\_hf,35.8,17.1,22.7,25.5,1.5,2.7
19,lex-rank,30,tfidf,all,50.0,0.7,rebel\_hf,35.8,17.1,22.7,25.3,1.5,2.7
96,lex-rank,30,tfidf,all,50.0,0.7,rebel\_ft,33.3,18.1,23.1,21.2,2.5,4.4
92,lex-rank,30,tfidf,all,70.0,0.5,rebel\_ft,37.1,18.4,24.3,25.3,2.2,4.0
576,lex-rank,30,tfidf,all,70.0,0.5,rebel\_hf,38.0,16.9,22.9,28.0,1.2,2.3
252,lex-rank,30,tfidf,all,70.0,0.7,rebel\_ft,37.1,18.4,24.3,25.3,2.2,4.0
494,lex-rank,30,tfidf,all,70.0,0.7,rebel\_hf,38.0,16.9,22.9,27.9,1.2,2.3
75,lex-rank,30,tfidf,single,15.0,0.5,rebel\_hf,27.8,16.4,20.1,15.3,3.4,5.2
151,lex-rank,30,tfidf,single,15.0,0.5,rebel\_ft,23.1,16.5,18.5,10.0,4.7,5.7
38,lex-rank,30,tfidf,single,15.0,0.7,rebel\_hf,27.8,16.4,20.1,15.5,3.4,5.3
349,lex-rank,30,tfidf,single,15.0,0.7,rebel\_ft,23.1,16.5,18.5,10.1,4.8,5.8
82,lex-rank,30,tfidf,single,30.0,0.5,rebel\_hf,32.2,16.6,21.5,20.8,2.1,3.8
703,lex-rank,30,tfidf,single,30.0,0.5,rebel\_ft,28.0,17.4,20.9,14.9,3.5,5.3
279,lex-rank,30,tfidf,single,30.0,0.7,rebel\_hf,32.2,16.6,21.5,20.7,2.1,3.8
443,lex-rank,30,tfidf,single,30.0,0.7,rebel\_ft,28.0,17.4,20.9,15.3,3.7,5.5
248,lex-rank,30,tfidf,single,50.0,0.5,rebel\_ft,34.2,18.1,23.2,21.9,2.7,4.7
412,lex-rank,30,tfidf,single,50.0,0.5,rebel\_hf,35.8,16.8,22.4,26.2,1.5,2.9
592,lex-rank,30,tfidf,single,50.0,0.7,rebel\_ft,34.2,18.1,23.2,21.9,2.7,4.6
681,lex-rank,30,tfidf,single,50.0,0.7,rebel\_hf,35.8,16.8,22.4,25.1,1.5,2.8
148,lex-rank,30,tfidf,single,70.0,0.5,rebel\_hf,37.7,16.8,22.8,27.6,1.2,2.3
434,lex-rank,30,tfidf,single,70.0,0.5,rebel\_ft,36.5,18.1,23.8,24.8,2.2,3.9
617,lex-rank,30,tfidf,single,70.0,0.7,rebel\_hf,37.7,16.8,22.8,27.2,1.2,2.3
754,lex-rank,30,tfidf,single,70.0,0.7,rebel\_ft,36.5,18.1,23.8,25.3,2.2,4.0
110,lex-rank,30,word2vec,all,15.0,0.5,rebel\_hf,28.8,19.0,22.5,17.3,3.3,5.3
429,lex-rank,30,word2vec,all,15.0,0.5,rebel\_ft,24.9,18.2,20.6,12.0,4.9,6.6
274,lex-rank,30,word2vec,all,15.0,0.7,rebel\_ft,25.7,18.9,21.3,12.2,4.4,6.2
748,lex-rank,30,word2vec,all,15.0,0.7,rebel\_hf,28.8,19.2,22.6,17.5,3.1,5.1
500,lex-rank,30,word2vec,all,30.0,0.5,rebel\_hf,33.9,18.9,23.8,22.2,2.1,3.8
661,lex-rank,30,word2vec,all,30.0,0.5,rebel\_ft,31.3,20.5,24.4,17.7,3.8,6.0
43,lex-rank,30,word2vec,all,30.0,0.7,rebel\_hf,34.4,19.1,24.0,22.6,2.2,3.9
498,lex-rank,30,word2vec,all,30.0,0.7,rebel\_ft,32.4,20.2,24.4,18.5,3.7,5.9
168,lex-rank,30,word2vec,all,50.0,0.5,rebel\_ft,36.1,20.4,25.8,23.6,2.8,4.9
587,lex-rank,30,word2vec,all,50.0,0.5,rebel\_hf,37.2,18.4,24.2,27.4,1.6,3.0
224,lex-rank,30,word2vec,all,50.0,0.7,rebel\_hf,37.0,18.5,24.3,26.8,1.6,2.9
512,lex-rank,30,word2vec,all,50.0,0.7,rebel\_ft,35.5,20.1,25.4,23.4,2.8,4.9
70,lex-rank,30,word2vec,all,70.0,0.5,rebel\_hf,39.2,17.6,23.8,29.2,1.2,2.4
378,lex-rank,30,word2vec,all,70.0,0.5,rebel\_ft,38.6,19.6,25.7,27.0,2.3,4.1
399,lex-rank,30,word2vec,all,70.0,0.7,rebel\_hf,38.7,17.8,23.9,28.3,1.2,2.3
753,lex-rank,30,word2vec,all,70.0,0.7,rebel\_ft,38.1,19.7,25.6,27.1,2.3,4.2
161,lex-rank,30,word2vec,single,15.0,0.5,rebel\_hf,26.9,18.0,21.0,14.6,3.1,4.9
649,lex-rank,30,word2vec,single,15.0,0.5,rebel\_ft,23.2,18.9,20.1,11.0,5.3,6.4
487,lex-rank,30,word2vec,single,15.0,0.7,rebel\_ft,23.2,18.9,20.1,11.0,5.3,6.4
709,lex-rank,30,word2vec,single,15.0,0.7,rebel\_hf,26.9,18.0,21.0,14.6,3.1,4.9
184,lex-rank,30,word2vec,single,30.0,0.5,rebel\_hf,33.5,18.1,23.0,21.2,2.3,4.0
457,lex-rank,30,word2vec,single,30.0,0.5,rebel\_ft,31.3,19.4,23.5,17.7,3.9,6.1
50,lex-rank,30,word2vec,single,30.0,0.7,rebel\_ft,31.3,19.4,23.5,17.7,3.9,6.1
332,lex-rank,30,word2vec,single,30.0,0.7,rebel\_hf,33.5,18.1,23.0,21.2,2.3,4.0
88,lex-rank,30,word2vec,single,50.0,0.5,rebel\_hf,36.8,17.8,23.5,25.1,1.5,2.9
381,lex-rank,30,word2vec,single,50.0,0.5,rebel\_ft,35.5,19.4,24.7,22.8,2.8,4.9
557,lex-rank,30,word2vec,single,50.0,0.7,rebel\_ft,35.5,19.4,24.7,22.8,2.8,4.9
658,lex-rank,30,word2vec,single,50.0,0.7,rebel\_hf,36.8,17.8,23.5,25.1,1.5,2.9
262,lex-rank,30,word2vec,single,70.0,0.5,rebel\_ft,37.4,18.9,24.7,25.7,2.3,4.1
745,lex-rank,30,word2vec,single,70.0,0.5,rebel\_hf,38.7,17.4,23.5,27.9,1.3,2.4
393,lex-rank,30,word2vec,single,70.0,0.7,rebel\_hf,38.7,17.4,23.5,27.9,1.3,2.4
407,lex-rank,30,word2vec,single,70.0,0.7,rebel\_ft,37.4,18.9,24.7,25.7,2.3,4.1
121,lex-rank,50,page\_rank,all,15.0,0.5,rebel\_hf,32.8,19.9,24.2,21.3,2.4,4.2
255,lex-rank,50,page\_rank,all,15.0,0.5,rebel\_ft,31.3,21.6,25.1,18.9,4.5,7.0
629,lex-rank,50,page\_rank,all,15.0,0.7,rebel\_hf,32.8,19.9,24.2,21.6,2.4,4.3
646,lex-rank,50,page\_rank,all,15.0,0.7,rebel\_ft,31.3,21.6,25.1,19.0,4.5,7.0
201,lex-rank,50,page\_rank,all,30.0,0.5,rebel\_hf,37.0,18.8,24.5,26.1,1.5,2.9
352,lex-rank,50,page\_rank,all,30.0,0.5,rebel\_ft,35.8,20.6,25.8,24.8,2.9,5.1
52,lex-rank,50,page\_rank,all,30.0,0.7,rebel\_hf,37.0,18.8,24.5,26.2,1.5,2.9
540,lex-rank,50,page\_rank,all,30.0,0.7,rebel\_ft,35.8,20.6,25.8,25.2,3.0,5.2
192,lex-rank,50,page\_rank,all,50.0,0.5,rebel\_hf,39.4,17.6,23.9,29.5,1.1,2.1
231,lex-rank,50,page\_rank,all,50.0,0.5,rebel\_ft,39.6,19.3,25.7,29.4,2.1,3.8
171,lex-rank,50,page\_rank,all,50.0,0.7,rebel\_hf,39.4,17.6,23.9,29.8,1.1,2.1
435,lex-rank,50,page\_rank,all,50.0,0.7,rebel\_ft,39.6,19.3,25.7,29.5,2.1,3.9
389,lex-rank,50,page\_rank,all,70.0,0.5,rebel\_ft,41.7,18.3,25.2,31.3,1.6,3.1
637,lex-rank,50,page\_rank,all,70.0,0.5,rebel\_hf,41.1,16.7,23.4,31.8,0.9,1.7
29,lex-rank,50,page\_rank,all,70.0,0.7,rebel\_ft,41.7,18.3,25.2,31.3,1.6,3.1
623,lex-rank,50,page\_rank,all,70.0,0.7,rebel\_hf,41.1,16.7,23.4,31.9,0.9,1.7
518,lex-rank,50,page\_rank,single,15.0,0.5,rebel\_ft,29.0,20.0,23.4,16.6,4.5,6.7
600,lex-rank,50,page\_rank,single,15.0,0.5,rebel\_hf,30.8,18.5,22.8,19.6,2.5,4.4
570,lex-rank,50,page\_rank,single,15.0,0.7,rebel\_ft,29.0,20.0,23.4,16.6,4.5,6.7
728,lex-rank,50,page\_rank,single,15.0,0.7,rebel\_hf,30.8,18.5,22.8,19.9,2.6,4.5
54,lex-rank,50,page\_rank,single,30.0,0.5,rebel\_ft,35.0,19.4,24.6,23.4,2.9,5.1
230,lex-rank,50,page\_rank,single,30.0,0.5,rebel\_hf,36.2,17.8,23.4,25.1,1.6,2.9
59,lex-rank,50,page\_rank,single,30.0,0.7,rebel\_ft,35.0,19.4,24.6,23.4,2.9,5.1
101,lex-rank,50,page\_rank,single,30.0,0.7,rebel\_hf,36.2,17.8,23.4,25.1,1.6,2.9
187,lex-rank,50,page\_rank,single,50.0,0.5,rebel\_ft,38.9,18.8,25.1,28.4,2.1,3.9
633,lex-rank,50,page\_rank,single,50.0,0.5,rebel\_hf,39.3,17.2,23.6,28.7,1.1,2.1
12,lex-rank,50,page\_rank,single,50.0,0.7,rebel\_ft,38.9,18.8,25.1,28.4,2.1,3.9
270,lex-rank,50,page\_rank,single,50.0,0.7,rebel\_hf,39.3,17.2,23.6,28.9,1.1,2.1
423,lex-rank,50,page\_rank,single,70.0,0.5,rebel\_ft,40.6,17.9,24.7,30.7,1.7,3.1
481,lex-rank,50,page\_rank,single,70.0,0.5,rebel\_hf,40.4,16.6,23.1,30.8,0.9,1.6
95,lex-rank,50,page\_rank,single,70.0,0.7,rebel\_hf,40.4,16.6,23.1,30.6,0.9,1.6
682,lex-rank,50,page\_rank,single,70.0,0.7,rebel\_ft,40.6,17.9,24.7,30.7,1.7,3.1
154,lex-rank,50,tfidf,all,15.0,0.5,rebel\_ft,26.9,16.8,20.1,13.4,3.9,5.6
333,lex-rank,50,tfidf,all,15.0,0.5,rebel\_hf,31.0,16.6,21.2,19.4,2.1,3.7
319,lex-rank,50,tfidf,all,15.0,0.7,rebel\_hf,31.0,16.6,21.2,19.1,2.1,3.7
666,lex-rank,50,tfidf,all,15.0,0.7,rebel\_ft,26.9,16.8,20.1,13.5,3.9,5.6
146,lex-rank,50,tfidf,all,30.0,0.5,rebel\_ft,33.4,16.9,22.1,20.2,2.7,4.6
680,lex-rank,50,tfidf,all,30.0,0.5,rebel\_hf,36.6,16.3,22.1,24.9,1.4,2.6
159,lex-rank,50,tfidf,all,30.0,0.7,rebel\_ft,33.4,16.9,22.1,20.5,2.8,4.7
287,lex-rank,50,tfidf,all,30.0,0.7,rebel\_hf,36.6,16.3,22.1,25.1,1.4,2.6
40,lex-rank,50,tfidf,all,50.0,0.5,rebel\_ft,37.1,17.4,23.4,25.5,2.0,3.6
324,lex-rank,50,tfidf,all,50.0,0.5,rebel\_hf,38.7,16.1,22.3,28.1,1.0,1.9
207,lex-rank,50,tfidf,all,50.0,0.7,rebel\_hf,38.7,16.1,22.3,27.7,1.0,1.9
220,lex-rank,50,tfidf,all,50.0,0.7,rebel\_ft,37.1,17.4,23.4,26.1,2.0,3.7
242,lex-rank,50,tfidf,all,70.0,0.5,rebel\_hf,40.3,16.0,22.5,31.0,0.8,1.6
704,lex-rank,50,tfidf,all,70.0,0.5,rebel\_ft,40.6,17.4,24.2,30.3,1.6,3.0
7,lex-rank,50,tfidf,all,70.0,0.7,rebel\_ft,40.6,17.4,24.2,30.3,1.6,3.0
450,lex-rank,50,tfidf,all,70.0,0.7,rebel\_hf,40.3,16.0,22.5,30.9,0.8,1.6
117,lex-rank,50,tfidf,single,15.0,0.5,rebel\_ft,26.4,17.1,20.1,13.9,4.2,6.0
223,lex-rank,50,tfidf,single,15.0,0.5,rebel\_hf,30.8,16.5,20.9,18.5,2.2,3.9
90,lex-rank,50,tfidf,single,15.0,0.7,rebel\_hf,30.8,16.5,20.9,18.5,2.2,3.8
323,lex-rank,50,tfidf,single,15.0,0.7,rebel\_ft,26.4,17.1,20.1,13.8,4.2,5.9
259,lex-rank,50,tfidf,single,30.0,0.5,rebel\_ft,33.0,17.0,22.1,19.6,2.6,4.5
401,lex-rank,50,tfidf,single,30.0,0.5,rebel\_hf,36.0,16.3,21.9,24.8,1.5,2.8
118,lex-rank,50,tfidf,single,30.0,0.7,rebel\_hf,36.0,16.3,21.9,24.6,1.5,2.8
291,lex-rank,50,tfidf,single,30.0,0.7,rebel\_ft,33.0,17.0,22.1,19.9,2.7,4.5
297,lex-rank,50,tfidf,single,50.0,0.5,rebel\_hf,38.5,16.0,22.2,28.0,1.0,2.0
700,lex-rank,50,tfidf,single,50.0,0.5,rebel\_ft,37.1,17.1,23.1,25.6,2.0,3.7
179,lex-rank,50,tfidf,single,50.0,0.7,rebel\_hf,38.5,16.0,22.2,28.3,1.0,2.0
710,lex-rank,50,tfidf,single,50.0,0.7,rebel\_ft,37.1,17.1,23.1,25.9,2.0,3.7
400,lex-rank,50,tfidf,single,70.0,0.5,rebel\_hf,40.3,15.9,22.5,30.4,0.8,1.6
639,lex-rank,50,tfidf,single,70.0,0.5,rebel\_ft,40.5,17.4,24.1,29.7,1.7,3.1
128,lex-rank,50,tfidf,single,70.0,0.7,rebel\_hf,40.3,15.9,22.5,30.9,0.8,1.6
519,lex-rank,50,tfidf,single,70.0,0.7,rebel\_ft,40.5,17.4,24.1,30.2,1.7,3.1
245,lex-rank,50,word2vec,all,15.0,0.5,rebel\_hf,33.1,18.5,23.2,21.1,2.5,4.3
304,lex-rank,50,word2vec,all,15.0,0.5,rebel\_ft,29.7,19.6,23.1,16.4,4.3,6.5
413,lex-rank,50,word2vec,all,15.0,0.7,rebel\_hf,33.0,18.5,23.3,21.9,2.5,4.3
508,lex-rank,50,word2vec,all,15.0,0.7,rebel\_ft,29.0,18.6,22.3,15.8,4.0,6.1
668,lex-rank,50,word2vec,all,30.0,0.5,rebel\_ft,34.6,19.1,24.2,22.1,2.9,4.9
675,lex-rank,50,word2vec,all,30.0,0.5,rebel\_hf,36.5,17.6,23.4,25.8,1.5,2.8
385,lex-rank,50,word2vec,all,30.0,0.7,rebel\_ft,34.5,18.9,24.1,22.2,2.9,5.0
441,lex-rank,50,word2vec,all,30.0,0.7,rebel\_hf,36.1,17.3,23.0,24.9,1.5,2.8
160,lex-rank,50,word2vec,all,50.0,0.5,rebel\_hf,39.5,17.2,23.5,29.5,1.1,2.0
239,lex-rank,50,word2vec,all,50.0,0.5,rebel\_ft,39.6,18.9,25.3,28.1,2.1,3.9
84,lex-rank,50,word2vec,all,50.0,0.7,rebel\_ft,39.4,19.1,25.5,28.8,2.1,3.9
299,lex-rank,50,word2vec,all,50.0,0.7,rebel\_hf,39.3,17.3,23.6,29.4,1.1,2.0
4,lex-rank,50,word2vec,all,70.0,0.5,rebel\_hf,40.8,16.6,23.2,31.5,0.8,1.6
268,lex-rank,50,word2vec,all,70.0,0.5,rebel\_ft,41.5,18.3,25.1,31.5,1.7,3.1
497,lex-rank,50,word2vec,all,70.0,0.7,rebel\_ft,41.4,18.3,25.2,32.0,1.7,3.2
621,lex-rank,50,word2vec,all,70.0,0.7,rebel\_hf,41.1,16.7,23.3,32.1,0.8,1.6
229,lex-rank,50,word2vec,single,15.0,0.5,rebel\_hf,31.2,18.2,22.6,18.9,2.5,4.3
306,lex-rank,50,word2vec,single,15.0,0.5,rebel\_ft,29.3,19.3,22.9,16.0,4.3,6.5
8,lex-rank,50,word2vec,single,15.0,0.7,rebel\_ft,29.3,19.3,22.9,16.0,4.3,6.5
604,lex-rank,50,word2vec,single,15.0,0.7,rebel\_hf,31.2,18.2,22.6,18.9,2.5,4.3
522,lex-rank,50,word2vec,single,30.0,0.5,rebel\_ft,34.3,18.8,23.9,21.6,2.9,4.9
705,lex-rank,50,word2vec,single,30.0,0.5,rebel\_hf,36.8,17.5,23.3,25.0,1.6,2.9
10,lex-rank,50,word2vec,single,30.0,0.7,rebel\_ft,34.3,18.8,23.9,21.6,2.9,4.9
133,lex-rank,50,word2vec,single,30.0,0.7,rebel\_hf,36.8,17.5,23.3,25.0,1.6,2.9
573,lex-rank,50,word2vec,single,50.0,0.5,rebel\_ft,38.6,18.4,24.6,27.2,2.0,3.7
660,lex-rank,50,word2vec,single,50.0,0.5,rebel\_hf,39.2,16.9,23.2,28.9,1.1,2.1
357,lex-rank,50,word2vec,single,50.0,0.7,rebel\_ft,38.6,18.4,24.6,27.3,2.0,3.7
622,lex-rank,50,word2vec,single,50.0,0.7,rebel\_hf,39.2,16.9,23.2,28.9,1.1,2.1
396,lex-rank,50,word2vec,single,70.0,0.5,rebel\_ft,41.2,17.8,24.6,31.1,1.7,3.2
528,lex-rank,50,word2vec,single,70.0,0.5,rebel\_hf,40.7,16.4,23.0,31.4,0.9,1.7
531,lex-rank,50,word2vec,single,70.0,0.7,rebel\_ft,41.2,17.8,24.6,31.1,1.7,3.2
767,lex-rank,50,word2vec,single,70.0,0.7,rebel\_hf,40.7,16.4,23.0,31.4,0.9,1.7
147,lex-rank,70,page\_rank,all,15.0,0.5,rebel\_ft,32.6,20.6,25.0,21.2,3.7,6.1
293,lex-rank,70,page\_rank,all,15.0,0.5,rebel\_hf,34.1,18.7,23.8,23.3,2.0,3.5
266,lex-rank,70,page\_rank,all,15.0,0.7,rebel\_ft,32.6,20.6,25.0,21.2,3.7,6.1
609,lex-rank,70,page\_rank,all,15.0,0.7,rebel\_hf,34.1,18.7,23.8,22.8,1.9,3.5
105,lex-rank,70,page\_rank,all,30.0,0.5,rebel\_ft,37.1,19.7,25.5,27.2,2.4,4.3
361,lex-rank,70,page\_rank,all,30.0,0.5,rebel\_hf,38.1,18.0,24.0,28.9,1.3,2.4
100,lex-rank,70,page\_rank,all,30.0,0.7,rebel\_hf,38.1,18.0,24.0,28.5,1.2,2.4
417,lex-rank,70,page\_rank,all,30.0,0.7,rebel\_ft,37.1,19.7,25.5,27.4,2.4,4.3
116,lex-rank,70,page\_rank,all,50.0,0.5,rebel\_hf,40.7,16.8,23.5,32.2,0.9,1.7
395,lex-rank,70,page\_rank,all,50.0,0.5,rebel\_ft,40.7,18.4,25.2,31.3,1.7,3.1
66,lex-rank,70,page\_rank,all,50.0,0.7,rebel\_hf,40.7,16.8,23.5,31.7,0.9,1.7
335,lex-rank,70,page\_rank,all,50.0,0.7,rebel\_ft,40.7,18.4,25.2,31.8,1.7,3.2
469,lex-rank,70,page\_rank,all,70.0,0.5,rebel\_ft,42.6,17.6,24.7,33.9,1.3,2.5
615,lex-rank,70,page\_rank,all,70.0,0.5,rebel\_hf,42.4,16.1,23.0,33.6,0.7,1.3
340,lex-rank,70,page\_rank,all,70.0,0.7,rebel\_hf,42.4,16.1,23.0,33.4,0.7,1.3
678,lex-rank,70,page\_rank,all,70.0,0.7,rebel\_ft,42.6,17.6,24.7,34.0,1.3,2.5
3,lex-rank,70,page\_rank,single,15.0,0.5,rebel\_hf,33.9,17.9,23.1,22.3,2.0,3.6
316,lex-rank,70,page\_rank,single,15.0,0.5,rebel\_ft,31.9,19.5,23.8,20.0,3.5,5.8
108,lex-rank,70,page\_rank,single,15.0,0.7,rebel\_ft,31.9,19.5,23.8,20.0,3.5,5.8
479,lex-rank,70,page\_rank,single,15.0,0.7,rebel\_hf,33.9,17.9,23.1,22.9,2.1,3.8
74,lex-rank,70,page\_rank,single,30.0,0.5,rebel\_hf,37.6,17.3,23.3,27.8,1.3,2.4
198,lex-rank,70,page\_rank,single,30.0,0.5,rebel\_ft,36.2,18.9,24.5,25.4,2.3,4.1
260,lex-rank,70,page\_rank,single,30.0,0.7,rebel\_hf,37.6,17.3,23.3,27.8,1.3,2.4
764,lex-rank,70,page\_rank,single,30.0,0.7,rebel\_ft,36.2,18.9,24.5,25.4,2.3,4.1
13,lex-rank,70,page\_rank,single,50.0,0.5,rebel\_ft,39.9,18.2,24.7,30.4,1.7,3.1
484,lex-rank,70,page\_rank,single,50.0,0.5,rebel\_hf,40.3,16.5,23.0,31.2,0.9,1.7
368,lex-rank,70,page\_rank,single,50.0,0.7,rebel\_ft,39.9,18.2,24.7,30.4,1.7,3.1
477,lex-rank,70,page\_rank,single,50.0,0.7,rebel\_hf,40.3,16.5,23.0,30.8,0.9,1.6
325,lex-rank,70,page\_rank,single,70.0,0.5,rebel\_ft,42.3,17.2,24.2,33.5,1.3,2.5
578,lex-rank,70,page\_rank,single,70.0,0.5,rebel\_hf,41.8,15.8,22.6,33.0,0.7,1.3
152,lex-rank,70,page\_rank,single,70.0,0.7,rebel\_ft,42.3,17.2,24.2,33.4,1.3,2.5
181,lex-rank,70,page\_rank,single,70.0,0.7,rebel\_hf,41.8,15.8,22.6,32.8,0.7,1.3
209,lex-rank,70,tfidf,all,15.0,0.5,rebel\_ft,28.6,16.4,20.4,15.4,3.0,4.8
363,lex-rank,70,tfidf,all,15.0,0.5,rebel\_hf,33.8,16.2,21.4,21.7,1.7,3.1
163,lex-rank,70,tfidf,all,15.0,0.7,rebel\_hf,33.8,16.2,21.4,21.3,1.7,3.1
218,lex-rank,70,tfidf,all,15.0,0.7,rebel\_ft,28.6,16.4,20.4,15.1,2.9,4.7
247,lex-rank,70,tfidf,all,30.0,0.5,rebel\_hf,37.6,15.4,21.5,26.9,1.1,2.1
730,lex-rank,70,tfidf,all,30.0,0.5,rebel\_ft,34.3,16.3,21.8,21.9,2.0,3.6
79,lex-rank,70,tfidf,all,30.0,0.7,rebel\_ft,34.3,16.3,21.8,22.3,2.1,3.7
534,lex-rank,70,tfidf,all,30.0,0.7,rebel\_hf,37.6,15.4,21.5,26.6,1.1,2.1
219,lex-rank,70,tfidf,all,50.0,0.5,rebel\_hf,40.2,15.3,21.8,31.3,0.8,1.6
507,lex-rank,70,tfidf,all,50.0,0.5,rebel\_ft,39.8,16.7,23.3,28.9,1.6,3.0
113,lex-rank,70,tfidf,all,50.0,0.7,rebel\_hf,40.2,15.3,21.8,30.4,0.8,1.5
286,lex-rank,70,tfidf,all,50.0,0.7,rebel\_ft,39.8,16.7,23.3,29.6,1.7,3.1
93,lex-rank,70,tfidf,all,70.0,0.5,rebel\_hf,41.6,15.3,22.0,33.9,0.7,1.3
751,lex-rank,70,tfidf,all,70.0,0.5,rebel\_ft,42.5,16.7,23.7,33.0,1.3,2.5
